original_image,mask_image,data_split
./data_Image/Images/bus_0185-r.png,./data_Image/Mask/bus_0185-r.png,Train
./data_Image/Images/bus_0186-l.png,./data_Image/Mask/bus_0186-l.png,Test
./data_Image/Images/bus_0186-r.png,./data_Image/Mask/bus_0186-r.png,Validation
./data_Image/Images/bus_0187-l.png,./data_Image/Mask/bus_0187-l.png,Train
./data_Image/Images/bus_0187-r.png,./data_Image/Mask/bus_0187-r.png,Train
./data_Image/Images/bus_0188-l.png,./data_Image/Mask/bus_0188-l.png,Train
./data_Image/Images/bus_0188-r.png,./data_Image/Mask/bus_0188-r.png,Test
./data_Image/Images/bus_0189-l.png,./data_Image/Mask/bus_0189-l.png,Train
./data_Image/Images/bus_0189-r.png,./data_Image/Mask/bus_0189-r.png,Test
./data_Image/Images/bus_0190-l.png,./data_Image/Mask/bus_0190-l.png,Validation
./data_Image/Images/bus_0190-r.png,./data_Image/Mask/bus_0190-r.png,Validation
./data_Image/Images/bus_0191-l.png,./data_Image/Mask/bus_0191-l.png,Train
./data_Image/Images/bus_0191-r.png,./data_Image/Mask/bus_0191-r.png,Test
./data_Image/Images/bus_0192-l.png,./data_Image/Mask/bus_0192-l.png,Train
./data_Image/Images/bus_0192-r.png,./data_Image/Mask/bus_0192-r.png,Train
./data_Image/Images/bus_0193-l.png,./data_Image/Mask/bus_0193-l.png,Train
./data_Image/Images/bus_0193-r.png,./data_Image/Mask/bus_0193-r.png,Validation
./data_Image/Images/bus_0194-l.png,./data_Image/Mask/bus_0194-l.png,Train
./data_Image/Images/bus_0194-r.png,./data_Image/Mask/bus_0194-r.png,Train
./data_Image/Images/bus_0195-l.png,./data_Image/Mask/bus_0195-l.png,Test
./data_Image/Images/bus_0195-r.png,./data_Image/Mask/bus_0195-r.png,Train
./data_Image/Images/bus_0196-l.png,./data_Image/Mask/bus_0196-l.png,Test
./data_Image/Images/bus_0196-r.png,./data_Image/Mask/bus_0196-r.png,Train
./data_Image/Images/bus_0197-l.png,./data_Image/Mask/bus_0197-l.png,Train
./data_Image/Images/bus_0197-r.png,./data_Image/Mask/bus_0197-r.png,Test
./data_Image/Images/bus_0198-l.png,./data_Image/Mask/bus_0198-l.png,Test
./data_Image/Images/bus_0198-r.png,./data_Image/Mask/bus_0198-r.png,Train
./data_Image/Images/bus_0199-l.png,./data_Image/Mask/bus_0199-l.png,Train
./data_Image/Images/bus_0199-r.png,./data_Image/Mask/bus_0199-r.png,Validation
./data_Image/Images/bus_0200-s.png,./data_Image/Mask/bus_0200-s.png,Validation
./data_Image/Images/bus_0201-s.png,./data_Image/Mask/bus_0201-s.png,Train
./data_Image/Images/bus_0202-l.png,./data_Image/Mask/bus_0202-l.png,Train
./data_Image/Images/bus_0202-r.png,./data_Image/Mask/bus_0202-r.png,Train
./data_Image/Images/bus_0203-l.png,./data_Image/Mask/bus_0203-l.png,Train
./data_Image/Images/bus_0203-r.png,./data_Image/Mask/bus_0203-r.png,Train
./data_Image/Images/bus_0204-l.png,./data_Image/Mask/bus_0204-l.png,Validation
./data_Image/Images/bus_0204-r.png,./data_Image/Mask/bus_0204-r.png,Train
./data_Image/Images/bus_0205-l.png,./data_Image/Mask/bus_0205-l.png,Validation
./data_Image/Images/bus_0205-r.png,./data_Image/Mask/bus_0205-r.png,Train
./data_Image/Images/bus_0206-l.png,./data_Image/Mask/bus_0206-l.png,Train
./data_Image/Images/bus_0206-r.png,./data_Image/Mask/bus_0206-r.png,Train
./data_Image/Images/bus_0207-l.png,./data_Image/Mask/bus_0207-l.png,Train
./data_Image/Images/bus_0207-r.png,./data_Image/Mask/bus_0207-r.png,Train
./data_Image/Images/bus_0208-l.png,./data_Image/Mask/bus_0208-l.png,Validation
./data_Image/Images/bus_0208-r.png,./data_Image/Mask/bus_0208-r.png,Train
./data_Image/Images/bus_0209-l.png,./data_Image/Mask/bus_0209-l.png,Train
./data_Image/Images/bus_0209-r.png,./data_Image/Mask/bus_0209-r.png,Train
./data_Image/Images/bus_0210-l.png,./data_Image/Mask/bus_0210-l.png,Train
./data_Image/Images/bus_0210-r.png,./data_Image/Mask/bus_0210-r.png,Train
./data_Image/Images/bus_0211-l.png,./data_Image/Mask/bus_0211-l.png,Train
./data_Image/Images/bus_0211-r.png,./data_Image/Mask/bus_0211-r.png,Train
./data_Image/Images/bus_0212-l.png,./data_Image/Mask/bus_0212-l.png,Train
./data_Image/Images/bus_0212-r.png,./data_Image/Mask/bus_0212-r.png,Train
./data_Image/Images/bus_0213-l.png,./data_Image/Mask/bus_0213-l.png,Train
./data_Image/Images/bus_0213-r.png,./data_Image/Mask/bus_0213-r.png,Train
./data_Image/Images/bus_0214-l.png,./data_Image/Mask/bus_0214-l.png,Test
./data_Image/Images/bus_0214-r.png,./data_Image/Mask/bus_0214-r.png,Validation
./data_Image/Images/bus_0215-l.png,./data_Image/Mask/bus_0215-l.png,Test
./data_Image/Images/bus_0215-r.png,./data_Image/Mask/bus_0215-r.png,Train
./data_Image/Images/bus_0216-l.png,./data_Image/Mask/bus_0216-l.png,Validation
./data_Image/Images/bus_0216-r.png,./data_Image/Mask/bus_0216-r.png,Train
./data_Image/Images/bus_0217-l.png,./data_Image/Mask/bus_0217-l.png,Train
./data_Image/Images/bus_0217-r.png,./data_Image/Mask/bus_0217-r.png,Test
./data_Image/Images/bus_0218-l.png,./data_Image/Mask/bus_0218-l.png,Train
./data_Image/Images/bus_0218-r.png,./data_Image/Mask/bus_0218-r.png,Train
./data_Image/Images/bus_0219-l.png,./data_Image/Mask/bus_0219-l.png,Train
./data_Image/Images/bus_0219-r.png,./data_Image/Mask/bus_0219-r.png,Test
./data_Image/Images/bus_0220-l.png,./data_Image/Mask/bus_0220-l.png,Test
./data_Image/Images/bus_0220-r.png,./data_Image/Mask/bus_0220-r.png,Train
./data_Image/Images/bus_0221-l.png,./data_Image/Mask/bus_0221-l.png,Train
./data_Image/Images/bus_0221-r.png,./data_Image/Mask/bus_0221-r.png,Validation
./data_Image/Images/bus_0222-l.png,./data_Image/Mask/bus_0222-l.png,Test
./data_Image/Images/bus_0222-r.png,./data_Image/Mask/bus_0222-r.png,Train
./data_Image/Images/bus_0223-l.png,./data_Image/Mask/bus_0223-l.png,Test
./data_Image/Images/bus_0223-r.png,./data_Image/Mask/bus_0223-r.png,Test
./data_Image/Images/bus_0224-l.png,./data_Image/Mask/bus_0224-l.png,Train
./data_Image/Images/bus_0224-r.png,./data_Image/Mask/bus_0224-r.png,Train
./data_Image/Images/bus_0225-l.png,./data_Image/Mask/bus_0225-l.png,Train
./data_Image/Images/bus_0225-r.png,./data_Image/Mask/bus_0225-r.png,Train
./data_Image/Images/bus_0226-l.png,./data_Image/Mask/bus_0226-l.png,Train
./data_Image/Images/bus_0226-r.png,./data_Image/Mask/bus_0226-r.png,Validation
./data_Image/Images/bus_0227-l.png,./data_Image/Mask/bus_0227-l.png,Validation
./data_Image/Images/bus_0227-r.png,./data_Image/Mask/bus_0227-r.png,Test
./data_Image/Images/bus_0228-l.png,./data_Image/Mask/bus_0228-l.png,Train
./data_Image/Images/bus_0228-r.png,./data_Image/Mask/bus_0228-r.png,Train
./data_Image/Images/bus_0229-l.png,./data_Image/Mask/bus_0229-l.png,Test
./data_Image/Images/bus_0229-r.png,./data_Image/Mask/bus_0229-r.png,Train
./data_Image/Images/bus_0230-l.png,./data_Image/Mask/bus_0230-l.png,Validation
./data_Image/Images/bus_0230-r.png,./data_Image/Mask/bus_0230-r.png,Train
./data_Image/Images/bus_0231-l.png,./data_Image/Mask/bus_0231-l.png,Test
./data_Image/Images/bus_0231-r.png,./data_Image/Mask/bus_0231-r.png,Validation
./data_Image/Images/bus_0232-l.png,./data_Image/Mask/bus_0232-l.png,Test
./data_Image/Images/bus_0232-r.png,./data_Image/Mask/bus_0232-r.png,Train
./data_Image/Images/bus_0233-s.png,./data_Image/Mask/bus_0233-s.png,Test
./data_Image/Images/bus_0234-l.png,./data_Image/Mask/bus_0234-l.png,Train
./data_Image/Images/bus_0234-r.png,./data_Image/Mask/bus_0234-r.png,Train
./data_Image/Images/bus_0235-l.png,./data_Image/Mask/bus_0235-l.png,Train
./data_Image/Images/bus_0235-r.png,./data_Image/Mask/bus_0235-r.png,Train
./data_Image/Images/bus_0236-l.png,./data_Image/Mask/bus_0236-l.png,Train
./data_Image/Images/bus_0236-r.png,./data_Image/Mask/bus_0236-r.png,Train
./data_Image/Images/bus_0237-l.png,./data_Image/Mask/bus_0237-l.png,Train
./data_Image/Images/bus_0237-r.png,./data_Image/Mask/bus_0237-r.png,Train
./data_Image/Images/bus_0238-l.png,./data_Image/Mask/bus_0238-l.png,Train
./data_Image/Images/bus_0238-r.png,./data_Image/Mask/bus_0238-r.png,Train
./data_Image/Images/bus_0239-l.png,./data_Image/Mask/bus_0239-l.png,Train
./data_Image/Images/bus_0239-r.png,./data_Image/Mask/bus_0239-r.png,Train
./data_Image/Images/bus_0240-l.png,./data_Image/Mask/bus_0240-l.png,Train
./data_Image/Images/bus_0240-r.png,./data_Image/Mask/bus_0240-r.png,Train
./data_Image/Images/bus_0241-l.png,./data_Image/Mask/bus_0241-l.png,Train
./data_Image/Images/bus_0241-r.png,./data_Image/Mask/bus_0241-r.png,Train
./data_Image/Images/bus_0242-l.png,./data_Image/Mask/bus_0242-l.png,Train
./data_Image/Images/bus_0242-r.png,./data_Image/Mask/bus_0242-r.png,Train
./data_Image/Images/bus_0243-l.png,./data_Image/Mask/bus_0243-l.png,Validation
./data_Image/Images/bus_0243-r.png,./data_Image/Mask/bus_0243-r.png,Test
./data_Image/Images/bus_0244-l.png,./data_Image/Mask/bus_0244-l.png,Train
./data_Image/Images/bus_0244-r.png,./data_Image/Mask/bus_0244-r.png,Train
./data_Image/Images/bus_0245-l.png,./data_Image/Mask/bus_0245-l.png,Validation
./data_Image/Images/bus_0245-r.png,./data_Image/Mask/bus_0245-r.png,Train
./data_Image/Images/bus_0246-l.png,./data_Image/Mask/bus_0246-l.png,Train
./data_Image/Images/bus_0246-r.png,./data_Image/Mask/bus_0246-r.png,Train
./data_Image/Images/bus_0247-l.png,./data_Image/Mask/bus_0247-l.png,Train
./data_Image/Images/bus_0247-r.png,./data_Image/Mask/bus_0247-r.png,Train
./data_Image/Images/bus_0248-l.png,./data_Image/Mask/bus_0248-l.png,Validation
./data_Image/Images/bus_0248-r.png,./data_Image/Mask/bus_0248-r.png,Train
./data_Image/Images/bus_0249-l.png,./data_Image/Mask/bus_0249-l.png,Train
./data_Image/Images/bus_0249-r.png,./data_Image/Mask/bus_0249-r.png,Train
./data_Image/Images/bus_0250-l.png,./data_Image/Mask/bus_0250-l.png,Train
./data_Image/Images/bus_0250-r.png,./data_Image/Mask/bus_0250-r.png,Train
./data_Image/Images/bus_0251-l.png,./data_Image/Mask/bus_0251-l.png,Train
./data_Image/Images/bus_0251-r.png,./data_Image/Mask/bus_0251-r.png,Train
./data_Image/Images/bus_0252-l.png,./data_Image/Mask/bus_0252-l.png,Train
./data_Image/Images/bus_0252-r.png,./data_Image/Mask/bus_0252-r.png,Train
./data_Image/Images/bus_0253-l.png,./data_Image/Mask/bus_0253-l.png,Train
./data_Image/Images/bus_0253-r.png,./data_Image/Mask/bus_0253-r.png,Validation
./data_Image/Images/bus_0254-l.png,./data_Image/Mask/bus_0254-l.png,Validation
./data_Image/Images/bus_0254-r.png,./data_Image/Mask/bus_0254-r.png,Validation
./data_Image/Images/bus_0255-l.png,./data_Image/Mask/bus_0255-l.png,Train
./data_Image/Images/bus_0255-r.png,./data_Image/Mask/bus_0255-r.png,Train
./data_Image/Images/bus_0256-l.png,./data_Image/Mask/bus_0256-l.png,Train
./data_Image/Images/bus_0256-r.png,./data_Image/Mask/bus_0256-r.png,Train
./data_Image/Images/bus_0257-l.png,./data_Image/Mask/bus_0257-l.png,Validation
./data_Image/Images/bus_0257-r.png,./data_Image/Mask/bus_0257-r.png,Train
./data_Image/Images/bus_0258-l.png,./data_Image/Mask/bus_0258-l.png,Train
./data_Image/Images/bus_0258-r.png,./data_Image/Mask/bus_0258-r.png,Test
./data_Image/Images/bus_0259-l.png,./data_Image/Mask/bus_0259-l.png,Test
./data_Image/Images/bus_0259-r.png,./data_Image/Mask/bus_0259-r.png,Train
./data_Image/Images/bus_0260-l.png,./data_Image/Mask/bus_0260-l.png,Train
./data_Image/Images/bus_0260-r.png,./data_Image/Mask/bus_0260-r.png,Validation
./data_Image/Images/bus_0261-l.png,./data_Image/Mask/bus_0261-l.png,Train
./data_Image/Images/bus_0261-r.png,./data_Image/Mask/bus_0261-r.png,Train
./data_Image/Images/bus_0262-l.png,./data_Image/Mask/bus_0262-l.png,Validation
./data_Image/Images/bus_0262-r.png,./data_Image/Mask/bus_0262-r.png,Train
./data_Image/Images/bus_0263-l.png,./data_Image/Mask/bus_0263-l.png,Train
./data_Image/Images/bus_0263-r.png,./data_Image/Mask/bus_0263-r.png,Train
./data_Image/Images/bus_0264-l.png,./data_Image/Mask/bus_0264-l.png,Validation
./data_Image/Images/bus_0264-r.png,./data_Image/Mask/bus_0264-r.png,Train
./data_Image/Images/bus_0265-s.png,./data_Image/Mask/bus_0265-s.png,Train
./data_Image/Images/bus_0266-l.png,./data_Image/Mask/bus_0266-l.png,Train
./data_Image/Images/bus_0266-r.png,./data_Image/Mask/bus_0266-r.png,Train
./data_Image/Images/bus_0267-l.png,./data_Image/Mask/bus_0267-l.png,Validation
./data_Image/Images/bus_0267-r.png,./data_Image/Mask/bus_0267-r.png,Train
./data_Image/Images/bus_0268-l.png,./data_Image/Mask/bus_0268-l.png,Train
./data_Image/Images/bus_0268-r.png,./data_Image/Mask/bus_0268-r.png,Train
./data_Image/Images/bus_0269-l.png,./data_Image/Mask/bus_0269-l.png,Train
./data_Image/Images/bus_0269-r.png,./data_Image/Mask/bus_0269-r.png,Test
./data_Image/Images/bus_0270-l.png,./data_Image/Mask/bus_0270-l.png,Train
./data_Image/Images/bus_0270-r.png,./data_Image/Mask/bus_0270-r.png,Train
./data_Image/Images/bus_0271-l.png,./data_Image/Mask/bus_0271-l.png,Train
./data_Image/Images/bus_0271-r.png,./data_Image/Mask/bus_0271-r.png,Train
./data_Image/Images/bus_0272-l.png,./data_Image/Mask/bus_0272-l.png,Train
./data_Image/Images/bus_0272-r.png,./data_Image/Mask/bus_0272-r.png,Test
./data_Image/Images/bus_0273-l.png,./data_Image/Mask/bus_0273-l.png,Validation
./data_Image/Images/bus_0273-r.png,./data_Image/Mask/bus_0273-r.png,Train
./data_Image/Images/bus_0274-l.png,./data_Image/Mask/bus_0274-l.png,Train
./data_Image/Images/bus_0274-r.png,./data_Image/Mask/bus_0274-r.png,Train
./data_Image/Images/bus_0275-l.png,./data_Image/Mask/bus_0275-l.png,Train
./data_Image/Images/bus_0275-r.png,./data_Image/Mask/bus_0275-r.png,Validation
./data_Image/Images/bus_0276-l.png,./data_Image/Mask/bus_0276-l.png,Validation
./data_Image/Images/bus_0276-r.png,./data_Image/Mask/bus_0276-r.png,Train
./data_Image/Images/bus_0277-l.png,./data_Image/Mask/bus_0277-l.png,Train
./data_Image/Images/bus_0277-r.png,./data_Image/Mask/bus_0277-r.png,Test
./data_Image/Images/bus_0278-s.png,./data_Image/Mask/bus_0278-s.png,Validation
./data_Image/Images/bus_0279-l.png,./data_Image/Mask/bus_0279-l.png,Train
./data_Image/Images/bus_0279-r.png,./data_Image/Mask/bus_0279-r.png,Train
./data_Image/Images/bus_0280-l.png,./data_Image/Mask/bus_0280-l.png,Validation
./data_Image/Images/bus_0280-r.png,./data_Image/Mask/bus_0280-r.png,Test
./data_Image/Images/bus_0281-l.png,./data_Image/Mask/bus_0281-l.png,Train
./data_Image/Images/bus_0281-r.png,./data_Image/Mask/bus_0281-r.png,Validation
./data_Image/Images/bus_0282-l.png,./data_Image/Mask/bus_0282-l.png,Validation
./data_Image/Images/bus_0282-r.png,./data_Image/Mask/bus_0282-r.png,Train
./data_Image/Images/bus_0283-l.png,./data_Image/Mask/bus_0283-l.png,Train
./data_Image/Images/bus_0283-r.png,./data_Image/Mask/bus_0283-r.png,Train
./data_Image/Images/bus_0284-l.png,./data_Image/Mask/bus_0284-l.png,Train
./data_Image/Images/bus_0284-r.png,./data_Image/Mask/bus_0284-r.png,Train
./data_Image/Images/bus_0285-l.png,./data_Image/Mask/bus_0285-l.png,Validation
./data_Image/Images/bus_0285-r.png,./data_Image/Mask/bus_0285-r.png,Test
./data_Image/Images/bus_0286-l.png,./data_Image/Mask/bus_0286-l.png,Test
./data_Image/Images/bus_0286-r.png,./data_Image/Mask/bus_0286-r.png,Validation
./data_Image/Images/bus_0287-l.png,./data_Image/Mask/bus_0287-l.png,Validation
./data_Image/Images/bus_0287-r.png,./data_Image/Mask/bus_0287-r.png,Validation
./data_Image/Images/bus_0288-l.png,./data_Image/Mask/bus_0288-l.png,Train
./data_Image/Images/bus_0288-r.png,./data_Image/Mask/bus_0288-r.png,Test
./data_Image/Images/bus_0289-l.png,./data_Image/Mask/bus_0289-l.png,Train
./data_Image/Images/bus_0289-r.png,./data_Image/Mask/bus_0289-r.png,Train
./data_Image/Images/bus_0290-l.png,./data_Image/Mask/bus_0290-l.png,Train
./data_Image/Images/bus_0290-r.png,./data_Image/Mask/bus_0290-r.png,Train
./data_Image/Images/bus_0291-l.png,./data_Image/Mask/bus_0291-l.png,Train
./data_Image/Images/bus_0291-r.png,./data_Image/Mask/bus_0291-r.png,Train
./data_Image/Images/bus_0292-l.png,./data_Image/Mask/bus_0292-l.png,Train
./data_Image/Images/bus_0292-r.png,./data_Image/Mask/bus_0292-r.png,Train
./data_Image/Images/bus_0293-s.png,./data_Image/Mask/bus_0293-s.png,Train
./data_Image/Images/bus_0294-l.png,./data_Image/Mask/bus_0294-l.png,Train
./data_Image/Images/bus_0294-r.png,./data_Image/Mask/bus_0294-r.png,Train
./data_Image/Images/bus_0295-l.png,./data_Image/Mask/bus_0295-l.png,Train
./data_Image/Images/bus_0295-r.png,./data_Image/Mask/bus_0295-r.png,Train
./data_Image/Images/bus_0296-l.png,./data_Image/Mask/bus_0296-l.png,Train
./data_Image/Images/bus_0296-r.png,./data_Image/Mask/bus_0296-r.png,Test
./data_Image/Images/bus_0297-l.png,./data_Image/Mask/bus_0297-l.png,Train
./data_Image/Images/bus_0297-r.png,./data_Image/Mask/bus_0297-r.png,Test
./data_Image/Images/bus_0298-l.png,./data_Image/Mask/bus_0298-l.png,Train
./data_Image/Images/bus_0298-r.png,./data_Image/Mask/bus_0298-r.png,Train
./data_Image/Images/bus_0299-l.png,./data_Image/Mask/bus_0299-l.png,Validation
./data_Image/Images/bus_0299-r.png,./data_Image/Mask/bus_0299-r.png,Train
./data_Image/Images/bus_0300-l.png,./data_Image/Mask/bus_0300-l.png,Train
./data_Image/Images/bus_0300-r.png,./data_Image/Mask/bus_0300-r.png,Train
./data_Image/Images/bus_0301-l.png,./data_Image/Mask/bus_0301-l.png,Train
./data_Image/Images/bus_0301-r.png,./data_Image/Mask/bus_0301-r.png,Train
./data_Image/Images/bus_0302-s.png,./data_Image/Mask/bus_0302-s.png,Train
./data_Image/Images/bus_0303-l.png,./data_Image/Mask/bus_0303-l.png,Validation
./data_Image/Images/bus_0303-r.png,./data_Image/Mask/bus_0303-r.png,Train
./data_Image/Images/bus_0304-l.png,./data_Image/Mask/bus_0304-l.png,Train
./data_Image/Images/bus_0304-r.png,./data_Image/Mask/bus_0304-r.png,Train
./data_Image/Images/bus_0305-l.png,./data_Image/Mask/bus_0305-l.png,Train
./data_Image/Images/bus_0305-r.png,./data_Image/Mask/bus_0305-r.png,Train
./data_Image/Images/bus_0306-l.png,./data_Image/Mask/bus_0306-l.png,Test
./data_Image/Images/bus_0306-r.png,./data_Image/Mask/bus_0306-r.png,Test
./data_Image/Images/bus_0307-l.png,./data_Image/Mask/bus_0307-l.png,Train
./data_Image/Images/bus_0307-r.png,./data_Image/Mask/bus_0307-r.png,Train
./data_Image/Images/bus_0308-l.png,./data_Image/Mask/bus_0308-l.png,Validation
./data_Image/Images/bus_0308-r.png,./data_Image/Mask/bus_0308-r.png,Train
./data_Image/Images/bus_0309-l.png,./data_Image/Mask/bus_0309-l.png,Train
./data_Image/Images/bus_0309-r.png,./data_Image/Mask/bus_0309-r.png,Validation
./data_Image/Images/bus_0310-l.png,./data_Image/Mask/bus_0310-l.png,Train
./data_Image/Images/bus_0310-r.png,./data_Image/Mask/bus_0310-r.png,Train
./data_Image/Images/bus_0311-l.png,./data_Image/Mask/bus_0311-l.png,Validation
./data_Image/Images/bus_0311-r.png,./data_Image/Mask/bus_0311-r.png,Validation
./data_Image/Images/bus_0312-s.png,./data_Image/Mask/bus_0312-s.png,Train
./data_Image/Images/bus_0313-l.png,./data_Image/Mask/bus_0313-l.png,Train
./data_Image/Images/bus_0313-r.png,./data_Image/Mask/bus_0313-r.png,Train
./data_Image/Images/bus_0314-l.png,./data_Image/Mask/bus_0314-l.png,Test
./data_Image/Images/bus_0314-r.png,./data_Image/Mask/bus_0314-r.png,Train
./data_Image/Images/bus_0315-l.png,./data_Image/Mask/bus_0315-l.png,Validation
./data_Image/Images/bus_0315-r.png,./data_Image/Mask/bus_0315-r.png,Test
./data_Image/Images/bus_0316-l.png,./data_Image/Mask/bus_0316-l.png,Train
./data_Image/Images/bus_0316-r.png,./data_Image/Mask/bus_0316-r.png,Train
./data_Image/Images/bus_0317-l.png,./data_Image/Mask/bus_0317-l.png,Train
./data_Image/Images/bus_0317-r.png,./data_Image/Mask/bus_0317-r.png,Train
./data_Image/Images/bus_0318-l.png,./data_Image/Mask/bus_0318-l.png,Train
./data_Image/Images/bus_0318-r.png,./data_Image/Mask/bus_0318-r.png,Train
./data_Image/Images/bus_0319-l.png,./data_Image/Mask/bus_0319-l.png,Train
./data_Image/Images/bus_0319-r.png,./data_Image/Mask/bus_0319-r.png,Train
./data_Image/Images/bus_0320-l.png,./data_Image/Mask/bus_0320-l.png,Train
./data_Image/Images/bus_0320-r.png,./data_Image/Mask/bus_0320-r.png,Train
./data_Image/Images/bus_0321-s.png,./data_Image/Mask/bus_0321-s.png,Train
./data_Image/Images/bus_0322-s.png,./data_Image/Mask/bus_0322-s.png,Train
./data_Image/Images/bus_0323-s.png,./data_Image/Mask/bus_0323-s.png,Train
./data_Image/Images/bus_0324-s.png,./data_Image/Mask/bus_0324-s.png,Validation
./data_Image/Images/bus_0325-l.png,./data_Image/Mask/bus_0325-l.png,Train
./data_Image/Images/bus_0325-r.png,./data_Image/Mask/bus_0325-r.png,Train
./data_Image/Images/bus_0326-l.png,./data_Image/Mask/bus_0326-l.png,Train
./data_Image/Images/bus_0326-r.png,./data_Image/Mask/bus_0326-r.png,Train
./data_Image/Images/bus_0327-l.png,./data_Image/Mask/bus_0327-l.png,Test
./data_Image/Images/bus_0327-r.png,./data_Image/Mask/bus_0327-r.png,Test
./data_Image/Images/bus_0328-l.png,./data_Image/Mask/bus_0328-l.png,Train
./data_Image/Images/bus_0328-r.png,./data_Image/Mask/bus_0328-r.png,Train
./data_Image/Images/bus_0329-l.png,./data_Image/Mask/bus_0329-l.png,Train
./data_Image/Images/bus_0329-r.png,./data_Image/Mask/bus_0329-r.png,Train
./data_Image/Images/bus_0330-l.png,./data_Image/Mask/bus_0330-l.png,Test
./data_Image/Images/bus_0330-r.png,./data_Image/Mask/bus_0330-r.png,Train
./data_Image/Images/bus_0331-s.png,./data_Image/Mask/bus_0331-s.png,Train
./data_Image/Images/bus_0332-l.png,./data_Image/Mask/bus_0332-l.png,Test
./data_Image/Images/bus_0332-r.png,./data_Image/Mask/bus_0332-r.png,Train
./data_Image/Images/bus_0333-s.png,./data_Image/Mask/bus_0333-s.png,Train
./data_Image/Images/bus_0334-l.png,./data_Image/Mask/bus_0334-l.png,Test
./data_Image/Images/bus_0334-r.png,./data_Image/Mask/bus_0334-r.png,Train
./data_Image/Images/bus_0335-l.png,./data_Image/Mask/bus_0335-l.png,Validation
./data_Image/Images/bus_0335-r.png,./data_Image/Mask/bus_0335-r.png,Train
./data_Image/Images/bus_0336-s.png,./data_Image/Mask/bus_0336-s.png,Train
./data_Image/Images/bus_0337-l.png,./data_Image/Mask/bus_0337-l.png,Validation
./data_Image/Images/bus_0337-r.png,./data_Image/Mask/bus_0337-r.png,Train
./data_Image/Images/bus_0338-l.png,./data_Image/Mask/bus_0338-l.png,Train
./data_Image/Images/bus_0338-r.png,./data_Image/Mask/bus_0338-r.png,Train
./data_Image/Images/bus_0339-l.png,./data_Image/Mask/bus_0339-l.png,Train
./data_Image/Images/bus_0339-r.png,./data_Image/Mask/bus_0339-r.png,Train
./data_Image/Images/bus_0340-l.png,./data_Image/Mask/bus_0340-l.png,Train
./data_Image/Images/bus_0340-r.png,./data_Image/Mask/bus_0340-r.png,Train
./data_Image/Images/bus_0341-l.png,./data_Image/Mask/bus_0341-l.png,Validation
./data_Image/Images/bus_0341-r.png,./data_Image/Mask/bus_0341-r.png,Test
./data_Image/Images/bus_0342-l.png,./data_Image/Mask/bus_0342-l.png,Test
./data_Image/Images/bus_0342-r.png,./data_Image/Mask/bus_0342-r.png,Train
./data_Image/Images/bus_0343-l.png,./data_Image/Mask/bus_0343-l.png,Train
./data_Image/Images/bus_0343-r.png,./data_Image/Mask/bus_0343-r.png,Train
./data_Image/Images/bus_0344-l.png,./data_Image/Mask/bus_0344-l.png,Train
./data_Image/Images/bus_0344-r.png,./data_Image/Mask/bus_0344-r.png,Train
./data_Image/Images/bus_0345-l.png,./data_Image/Mask/bus_0345-l.png,Train
./data_Image/Images/bus_0345-r.png,./data_Image/Mask/bus_0345-r.png,Train
./data_Image/Images/bus_0346-l.png,./data_Image/Mask/bus_0346-l.png,Train
./data_Image/Images/bus_0346-r.png,./data_Image/Mask/bus_0346-r.png,Train
./data_Image/Images/bus_0347-s.png,./data_Image/Mask/bus_0347-s.png,Train
./data_Image/Images/bus_0348-l.png,./data_Image/Mask/bus_0348-l.png,Test
./data_Image/Images/bus_0348-r.png,./data_Image/Mask/bus_0348-r.png,Test
./data_Image/Images/bus_0349-l.png,./data_Image/Mask/bus_0349-l.png,Train
./data_Image/Images/bus_0349-r.png,./data_Image/Mask/bus_0349-r.png,Train
./data_Image/Images/bus_0350-l.png,./data_Image/Mask/bus_0350-l.png,Train
./data_Image/Images/bus_0350-r.png,./data_Image/Mask/bus_0350-r.png,Train
./data_Image/Images/bus_0351-l.png,./data_Image/Mask/bus_0351-l.png,Train
./data_Image/Images/bus_0351-r.png,./data_Image/Mask/bus_0351-r.png,Train
./data_Image/Images/bus_0352-l.png,./data_Image/Mask/bus_0352-l.png,Train
./data_Image/Images/bus_0352-r.png,./data_Image/Mask/bus_0352-r.png,Train
./data_Image/Images/bus_0353-l.png,./data_Image/Mask/bus_0353-l.png,Train
./data_Image/Images/bus_0353-r.png,./data_Image/Mask/bus_0353-r.png,Test
./data_Image/Images/bus_0354-s.png,./data_Image/Mask/bus_0354-s.png,Train
./data_Image/Images/bus_0355-s.png,./data_Image/Mask/bus_0355-s.png,Train
./data_Image/Images/bus_0356-l.png,./data_Image/Mask/bus_0356-l.png,Train
./data_Image/Images/bus_0356-r.png,./data_Image/Mask/bus_0356-r.png,Validation
./data_Image/Images/bus_0357-l.png,./data_Image/Mask/bus_0357-l.png,Train
./data_Image/Images/bus_0357-r.png,./data_Image/Mask/bus_0357-r.png,Train
./data_Image/Images/bus_0358-l.png,./data_Image/Mask/bus_0358-l.png,Train
./data_Image/Images/bus_0358-r.png,./data_Image/Mask/bus_0358-r.png,Train
./data_Image/Images/bus_0359-l.png,./data_Image/Mask/bus_0359-l.png,Train
./data_Image/Images/bus_0359-r.png,./data_Image/Mask/bus_0359-r.png,Train
